ktestSM MFI_KLEE_TOPDIR_TEST_TEMPLATE.sh-out/klee-out-0/test000003.ktest MFI_KLEE_TOPDIR_TEST_TEMPLATE.sh-out/klee-out-0/test000001.ktest MFI_KLEE_TOPDIR_TEST_TEMPLATE.sh-out/klee-out-0/test000004.ktest MFI_KLEE_TOPDIR_TEST_TEMPLATE.sh-out/klee-out-0/test000002.ktest tests_misc_chcon-fail.sh-out/Dev-out-0/devtest.ktest tests_misc_chcon-fail.sh-out/Dev-out-1/devtest.ktest tests_misc_chcon-fail.sh-out/Dev-out-3/devtest.ktest tests_misc_chcon-fail.sh-out/Dev-out-2/devtest.ktest tests_misc_help-version.sh-out/Dev-out-0/devtest.ktest tests_misc_help-version.sh-out/Dev-out-10/devtest.ktest tests_misc_help-version.sh-out/Dev-out-1/devtest.ktest tests_misc_help-version.sh-out/Dev-out-5/devtest.ktest tests_misc_help-version.sh-out/Dev-out-6/devtest.ktest tests_misc_help-version.sh-out/Dev-out-3/devtest.ktest tests_misc_help-version.sh-out/Dev-out-2/devtest.ktest tests_misc_help-version.sh-out/Dev-out-8/devtest.ktest tests_misc_help-version.sh-out/Dev-out-11/devtest.ktest tests_misc_help-version.sh-out/Dev-out-7/devtest.ktest tests_misc_help-version.sh-out/Dev-out-9/devtest.ktest tests_misc_help-version.sh-out/Dev-out-4/devtest.ktest tests_misc_invalid-opt.pl-out/Dev-out-0/devtest.ktest
chcon/245 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/328 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/329 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/241 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/240 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/243 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/242 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/322 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/323 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/320 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/321 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/249 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/248 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/324 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/325 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/1219 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1213 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/886 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1216 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1215 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/861 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/860 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/863 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/862 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/865 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/864 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/866 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/869 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1359 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/98 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1609 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1608 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/91 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/1604 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/93 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/92 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/95 0 0 0 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1
chcon/94 0 0 0 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1
chcon/97 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1602 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/319 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/1933 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1319 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1352 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1606 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1651 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/145 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/142 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/311 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1499 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/310 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1047 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1046 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1328 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1329 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1326 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1327 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1324 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1325 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1322 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1049 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1048 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/64 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/65 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/67 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/60 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/62 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/63 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/68 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/919 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/448 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/442 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/440 1 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/447 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/446 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1303 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/884 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1139 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1138 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1130 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1137 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1136 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1135 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1425 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1424 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1427 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1426 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1421 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1420 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1423 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1422 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1785 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1786 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1780 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1428 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1782 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/280 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/367 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/362 1 0 1 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/363 1 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/360 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1685 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/368 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1559 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1558 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1254 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1255 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1252 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1253 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1250 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1251 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1551 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1550 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1552 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1258 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1259 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1769 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1692 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1917 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1818 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1815 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1816 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1817 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1835 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/210 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/211 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1760 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1635 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1082 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1638 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1779 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1775 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1770 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1773 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1772 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1671 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1672 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1679 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1362 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/486 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
chcon/485 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/484 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/481 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/480 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1501 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1363 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1580 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1581 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1177 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1176 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1175 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1174 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1173 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1172 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1078 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1170 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1076 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1077 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1179 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1178 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1371 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1370 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/39 0 0 0 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1
chcon/38 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/1375 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1377 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/33 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/32 0 0 0 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1
chcon/30 0 0 0 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1
chcon/35 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/34 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/410 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/412 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/413 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/418 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1292 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1293 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1290 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1291 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1296 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1297 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1294 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1295 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1298 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1299 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1458 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1459 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1454 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1456 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1457 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1450 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1452 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1453 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1858 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1859 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1850 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1851 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1853 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1854 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1855 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1857 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1789 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/257 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/254 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/255 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/252 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
chcon/253 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/250 1 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/318 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/317 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/316 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/315 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/314 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/313 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/312 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/259 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1924 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/700 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/877 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1630 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1631 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1632 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1634 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1153 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1636 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1637 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1475 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1639 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1926 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1152 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1920 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1922 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
